"","Year","Set.ID","Site","Area","Valid.hooks","Avg.depth..m.","Lat..N.","Lon..W.","Lat..DD.DDDDD.","Lon..DDD.DDDDD.","SiteSheetID","NumSim"
"683",2010,"10-01-01-052",11,"Fourteen Mile Bank",75,60.2,"33 24.145","118 00.293",33.402417,-118.004883,804,0
"684",2010,"10-01-01-053",326,"San Pedro Bay",75,47,"33 34.340","118 08.530",33.572333,-118.142167,805,0
"685",2010,"10-01-01-054",318,"San Pedro Bay",75,43.4,"33 35.140","118 13.720",33.585667,-118.228667,806,0
"686",2010,"10-01-01-055",315,"San Pedro Bay",75,46,"33 35.990","118 15.910",33.599833,-118.265167,807,1
"687",2010,"10-01-01-056",54,"Catalina Island",75,41.4,"33 27.813","118 30.538",33.46355,-118.508967,808,3
"688",2010,"10-01-01-057",52,"Catalina Island",65,98.2,"33 28.904","118 38.652",33.481733,-118.6442,809,9
"689",2010,"10-01-01-058",62,"Catalina Island",75,36.1,"33 20.913","118 31.362",33.34855,-118.5227,810,0
"690",2010,"10-01-01-059",68,"Catalina Island",75,43,"33 18.000","118 23.842",33.3,-118.397367,811,0
"691",2010,"10-01-01-060",71,"Catalina Island",70,44.9,"33 17.853","118 22.625",33.29755,-118.377083,812,0
"692",2010,"10-01-01-061",77,"Catalina Island",75,86.5,"33 17.119","118 20.504",33.285317,-118.341733,813,0
"693",2010,"10-01-01-008",180,"San Miguel Island",75,39.9,"34 08.488","120 33.928",34.141467,-120.565467,814,0
"694",2010,"10-01-01-009",184,"San Miguel Island",73,68.6,"34 03.553","120 33.158",34.059217,-120.552633,815,0
"695",2010,"10-01-01-010",186,"San Miguel Island",75,51.6,"34 01.989","120 29.882",34.03315,-120.498033,816,0
"696",2010,"10-01-01-011",398,"Santa Rosa Island",75,43.5,"34 05.430","120 14.550",34.0905,-120.2425,817,0
"697",2010,"10-01-01-012",365,"Santa Rosa Island",75,29.2,"34 03.581","119 59.290",34.059683,-119.988167,818,0
"698",2010,"10-01-01-013",333,"Santa Rosa Flats",75,73.1,"33 52.912","119 54.907",33.881867,-119.915117,819,10
"699",2010,"10-01-01-014",342,"Santa Rosa Flats",75,68.6,"33 46.347","119 53.049",33.77245,-119.88415,820,1
"700",2010,"10-01-01-015",414,"Santa Rosa Flats",75,76.7,"33 41.915","119 53.201",33.698583,-119.886683,821,0
"701",2010,"10-01-01-016",385,"Santa Rosa Flats",75,77.6,"33 41.862","119 53.491",33.6977,-119.891517,822,21
"702",2010,"10-01-01-017",396,"Santa Cruz Island",75,38.1,"34 03.506","119 42.583",34.058433,-119.709717,823,0
"703",2010,"10-01-01-018",397,"Santa Cruz Island",75,42.8,"34 03.526","119 42.293",34.058767,-119.704883,824,0
"704",2010,"10-01-01-019",226,"Santa Cruz Island",75,35.5,"34 02.371","119 30.784",34.039517,-119.513067,825,0
"705",2010,"10-01-01-020",228,"Anacapa Island",75,45,"33 58.901","119 29.578",33.981683,-119.492967,826,0
"706",2010,"10-01-01-021",45,"Anacapa Island",75,53.8,"34 01.497","119 19.014",34.02495,-119.3169,827,0
"707",2010,"10-01-01-022",40,"Anacapa Island",75,87.4,"34 02.407","119 17.667",34.040117,-119.29445,828,15
"708",2010,"10-01-01-023",197,"Santa Barbara",75,41.7,"34 25.777","120 12.895",34.429617,-120.214917,829,0
"709",2010,"10-01-01-024",189,"Santa Barbara",75,44.5,"34 23.646","119 58.808",34.3941,-119.980133,830,3
"710",2010,"10-01-01-025",205,"Santa Barbara Channel",75,83.2,"34 13.510","119 42.230",34.225167,-119.703833,831,3
"711",2010,"10-01-01-026",200,"Santa Barbara Channel",75,57.3,"34 15.443","119 37.167",34.257383,-119.61945,832,0
"712",2010,"10-01-01-027",217,"Santa Barbara Channel",75,56.2,"34 11.209","119 31.159",34.186817,-119.519317,833,0
"713",2010,"10-01-01-028",167,"Harrison Reef",75,65.5,"33 59.679","119 03.251",33.99465,-119.054183,834,4
"714",2010,"10-01-01-029",168,"Harrison Reef",75,63.8,"33 59.597","119 03.148",33.993283,-119.052467,835,0
"715",2010,"10-01-01-030",243,"Santa Monica Bay",75,75.5,"33 58.789","118 39.624",33.979817,-118.6604,836,0
"716",2010,"10-01-01-031",249,"Santa Monica Bay",75,58,"33 55.905","118 33.418",33.93175,-118.556967,837,1
"717",2010,"10-01-01-032",277,"Santa Monica Bay",75,42.6,"33 52.760","118 35.107",33.879333,-118.585117,838,4
"718",2011,"11-01-01-001",367,"Point Conception/Arguello",75,64,"34 25.559","120 32.669",34.425983,-120.544483,839,16
"719",2011,"11-01-01-002",152,"Point Conception/Arguello",75,48,"34 26.490","120 31.880",34.4415,-120.531333,840,0
"720",2011,"11-01-01-003",149,"Point Conception/Arguello",75,61,"34 28.096","120 37.672",34.468267,-120.627867,841,10
"721",2011,"11-01-01-004",139,"Point Conception/Arguello",74,56.7,"34 31.727","120 43.182",34.528783,-120.7197,843,0
"722",2011,"11-01-01-005",145,"Point Conception/Arguello",73,89,"34 29.868","120 43.056",34.4978,-120.7176,844,0
"723",2011,"11-01-01-006",147,"Point Conception/Arguello",68,64.5,"34 29.873","120 41.818",34.497883,-120.696967,845,4
"724",2011,"11-01-01-007",181,"San Miguel Island",69,65.8,"34 05.647","120 34.385",34.094117,-120.573083,846,0
"725",2011,"11-01-01-008",184,"San Miguel Island",75,68.1,"34 03.553","120 33.158",34.059217,-120.552633,847,2
"726",2011,"11-01-01-009",185,"San Miguel Island",70,49.2,"34 02.395","120 30.622",34.039917,-120.510367,848,1
"727",2011,"11-01-01-010",398,"Santa Rosa Island",70,43.2,"34 05.430","120 14.550",34.0905,-120.2425,849,0
"728",2011,"11-01-01-011",399,"Santa Rosa Island",75,49.1,"34 05.643","120 05.992",34.09405,-120.099867,850,1
"729",2011,"11-01-01-012",402,"Santa Rosa Island",74,49.7,"34 05.833","120 05.503",34.097217,-120.091717,851,5
"730",2011,"11-01-01-013",233,"Santa Cruz Island",75,49.9,"33 56.193","119 41.583",33.93655,-119.69305,852,0
"731",2011,"11-01-01-014",231,"Santa Cruz Island",73,91.9,"33 56.434","119 39.518",33.940567,-119.658633,853,0
"732",2011,"11-01-01-015",228,"Anacapa Island",74,47.8,"33 58.901","119 29.578",33.981683,-119.492967,854,0
"733",2011,"11-01-01-016",40,"Anacapa Island",70,90.1,"34 02.407","119 17.667",34.040117,-119.29445,855,31
"734",2011,"11-01-01-017",407,"Port Hueneme",75,44.5,"34 04.147","119 12.595",34.069117,-119.209917,856,0
"735",2011,"11-01-01-018",197,"Santa Barbara",75,42.6,"34 25.777","120 12.895",34.429617,-120.214917,857,0
"736",2011,"11-01-05-001",140,"Point Conception/Arguello",75,55.4,"34 30.302","120 41.483",34.505033,-120.691383,858,0
"737",2011,"11-01-05-002",146,"Point Conception/Arguello",75,53.7,"34 30.013","120 40.615",34.500217,-120.676917,859,0
"738",2011,"11-01-05-003",375,"Point Conception/Arguello",75,52.6,"34 30.030","120 40.190",34.5005,-120.669833,860,0
"739",2011,"11-01-05-004",148,"Point Conception/Arguello",75,59.5,"34 28.791","120 39.436",34.47985,-120.657267,861,1
"740",2011,"11-01-05-005",374,"Point Conception/Arguello",75,51.2,"34 29.084","120 37.053",34.484733,-120.61755,862,3
"741",2011,"11-01-05-006",151,"Point Conception/Arguello",75,61.6,"34 27.981","120 37.482",34.46635,-120.6247,863,1
"742",2011,"11-01-01-019",187,"Santa Barbara",75,39.3,"34 25.916","120 08.434",34.431933,-120.140567,864,0
"743",2011,"11-01-01-020",189,"Santa Barbara",75,45,"34 23.646","119 58.808",34.3941,-119.980133,865,1
"744",2011,"11-01-05-007",154,"Point Conception/Arguello",75,72.2,"34 25.850","120 33.264",34.430833,-120.5544,866,0
"745",2011,"11-01-01-021",205,"Santa Barbara Channel",75,82.8,"34 13.510","119 42.230",34.225167,-119.703833,867,3
"746",2011,"11-01-05-008",180,"San Miguel Island",75,36.5,"34 08.488","120 33.928",34.141467,-120.565467,868,0
"747",2011,"11-01-05-009",182,"San Miguel Island",73,68.7,"34 05.049","120 34.519",34.08415,-120.575317,869,0
"748",2011,"11-01-01-022",209,"Santa Barbara Channel",75,92.3,"34 12.064","119 37.907",34.201067,-119.631783,870,4
"749",2011,"11-01-01-023",215,"Santa Barbara Channel",74,86,"34 11.786","119 34.743",34.196433,-119.57905,871,0
"750",2011,"11-01-01-024",346,"Santa Rosa Flats",74,85.1,"33 45.058","120 04.471",33.750967,-120.074517,872,1
"751",2011,"11-01-01-025",352,"Santa Rosa Flats",74,69.2,"33 42.778","119 57.768",33.712967,-119.9628,873,14
"752",2011,"11-01-01-026",342,"Santa Rosa Flats",75,67.8,"33 46.347","119 53.049",33.77245,-119.88415,874,5
"753",2011,"11-01-01-027",167,"Harrison Reef",75,70.3,"33 59.679","119 03.251",33.99465,-119.054183,875,0
"754",2011,"11-01-01-028",162,"Harrison Reef",75,47.5,"34 00.450","119 02.474",34.0075,-119.041233,876,0
"755",2011,"11-01-01-029",157,"Harrison Reef",70,47.5,"34 00.336","119 01.522",34.0056,-119.025367,877,14
"756",2011,"11-01-01-030",234,"Santa Monica Bay",75,24.3,"34 00.420","118 39.330",34.007,-118.6555,878,0
"757",2011,"11-01-01-031",243,"Santa Monica Bay",75,75.7,"33 58.789","118 39.624",33.979817,-118.6604,879,0
"758",2011,"11-01-05-010",186,"San Miguel Island",75,51.6,"34 01.989","120 29.882",34.03315,-120.498033,880,1
"759",2011,"11-01-05-012",365,"Santa Rosa Island",75,29.4,"34 03.581","119 59.290",34.059683,-119.988167,881,0
"760",2011,"11-01-05-011",287,"Santa Rosa Island",75,48.1,"34 05.674","120 15.738",34.094567,-120.2623,883,2
"761",2011,"11-01-01-032",277,"Santa Monica Bay",75,41.8,"33 52.760","118 35.107",33.879333,-118.585117,884,11
"762",2011,"11-01-01-033",133,"San Clemente Island",75,53.9,"32 44.658","118 24.674",32.7443,-118.411233,885,3
"763",2011,"11-01-05-013",333,"Santa Rosa Flats",75,69.3,"33 52.912","119 54.907",33.881867,-119.915117,886,11
"764",2011,"11-01-05-014",383,"Santa Cruz Island",75,45,"33 56.520","119 40.540",33.942,-119.675667,887,0
"765",2011,"11-01-05-015",232,"Santa Cruz Island",69,109.6,"33 56.451","119 39.010",33.94085,-119.650167,888,0
"766",2011,"11-01-01-034",130,"San Clemente Island",75,43.2,"32 45.730","118 24.937",32.762167,-118.415617,889,0
"767",2011,"11-01-01-035",119,"San Clemente Island",75,58.2,"32 49.940","118 31.288",32.832333,-118.521467,890,0
"768",2011,"11-01-01-036",101,"San Clemente Island",75,46.4,"32 59.430","118 37.360",32.9905,-118.622667,891,0
"769",2011,"11-01-01-037",418,"125 Bank",68,128.5,"32 44.479","117 47.960",32.741317,-117.799333,892,0
"770",2011,"11-01-01-038",405,"Nine Mile Bank",75,81.2,"32 34.840","117 22.589",32.580667,-117.376483,893,0
"771",2011,"11-01-01-039",35,"Nine Mile Bank",60,78.3,"32 34.950","117 21.310",32.5825,-117.355167,894,0
"772",2011,"11-01-01-040",298,"South Coast",75,42.8,"32 36.660","117 17.068",32.611,-117.284467,895,0
"773",2011,"11-01-05-016",229,"Anacapa Island",75,55.3,"33 57.920","119 29.507",33.965333,-119.491783,896,1
"774",2011,"11-01-05-017",226,"Santa Cruz Island",75,33.7,"34 02.371","119 30.784",34.039517,-119.513067,897,0
"775",2011,"11-01-01-041",299,"South Coast",75,24,"32 36.700","117 15.000",32.611667,-117.25,898,0
"776",2011,"11-01-01-042",289,"South Coast",75,55.1,"33 07.236","117 21.262",33.1206,-117.354367,899,1
"777",2011,"11-01-01-043",391,"Central Coast",40,80.3,"33 23.644","117 41.110",33.394067,-117.685167,900,0
"778",2011,"11-01-01-044",11,"Fourteen Mile Bank",60,62.5,"33 24.145","118 00.293",33.402417,-118.004883,901,0
"779",2011,"11-01-01-045",16,"Fourteen Mile Bank",60,56.5,"33 23.840","117 59.864",33.397333,-117.997733,902,0
"780",2011,"11-01-01-046",5,"Fourteen Mile Bank",65,65.1,"33 23.659","117 59.871",33.394317,-117.99785,903,0
"781",2011,"11-01-01-047",68,"Catalina Island",65,42.6,"33 18.000","118 23.842",33.3,-118.397367,904,0
"782",2011,"11-01-01-048",62,"Catalina Island",70,37.3,"33 20.913","118 31.362",33.34855,-118.5227,905,0
"783",2011,"11-01-01-049",52,"Catalina Island",65,102.1,"33 28.904","118 38.652",33.481733,-118.6442,906,1
"784",2011,"11-01-01-050",54,"Catalina Island",75,42.3,"33 27.813","118 30.538",33.46355,-118.508967,907,0
"785",2011,"11-01-01-051",317,"San Pedro Bay",70,43.7,"33 35.740","118 15.490",33.595667,-118.258167,908,0
"786",2011,"11-01-01-052",318,"San Pedro Bay",75,43.2,"33 35.140","118 13.720",33.585667,-118.228667,909,0
"787",2011,"11-01-05-018",45,"Anacapa Island",75,53.4,"34 01.497","119 19.014",34.02495,-119.3169,910,0
"788",2011,"11-01-05-019",43,"Anacapa Island",75,89.1,"34 02.226","119 17.935",34.0371,-119.298917,911,10
"789",2011,"11-01-05-020",396,"Santa Cruz Island",75,36.4,"34 03.506","119 42.583",34.058433,-119.709717,912,0
"790",2011,"11-01-01-053",326,"San Pedro Bay",75,46.7,"33 34.340","118 08.530",33.572333,-118.142167,913,0
"791",2011,"11-01-05-038",33,"Nine Mile Bank",75,72.6,"32 36.820","117 23.950",32.613667,-117.399167,914,0
"792",2011,"11-01-05-039",36,"Nine Mile Bank",75,65.4,"32 34.180","117 20.780",32.569667,-117.346333,915,0
"793",2011,"11-01-05-040",293,"South Coast",70,28.1,"32 48.367","117 19.061",32.806117,-117.317683,916,0
"794",2011,"11-01-05-041",292,"South Coast",75,42.3,"32 48.786","117 20.205",32.8131,-117.33675,917,1
"795",2011,"11-01-05-042",291,"South Coast",60,44.4,"32 56.086","117 18.871",32.934767,-117.314517,918,0
"796",2011,"11-01-05-043",379,"South Coast",75,47.1,"33 02.847","117 21.028",33.04745,-117.350467,919,3
"797",2011,"11-01-05-044",389,"Central Coast",75,44.1,"33 15.509","117 32.869",33.258483,-117.547817,920,0
"798",2011,"11-01-05-045",92,"Central Coast",75,51.3,"33 15.498","117 33.103",33.2583,-117.551717,921,1
"799",2011,"11-01-05-046",390,"Central Coast",75,44.6,"33 16.872","117 34.670",33.2812,-117.577833,922,1
"800",2011,"11-01-05-021",397,"Santa Cruz Island",75,42.7,"34 03.526","119 42.293",34.058767,-119.704883,923,0
"801",2011,"11-01-05-022",217,"Santa Barbara Channel",74,56.6,"34 11.209","119 31.159",34.186817,-119.519317,924,0
"802",2011,"11-01-05-047",6,"Fourteen Mile Bank",70,93.5,"33 24.314","117 59.560",33.405233,-117.992667,925,0
"803",2011,"11-01-05-048",2,"Fourteen Mile Bank",75,70.8,"33 23.771","117 59.507",33.396183,-117.991783,926,2
"804",2011,"11-01-05-049",15,"Fourteen Mile Bank",75,67.1,"33 23.835","118 00.134",33.39725,-118.002233,927,0
"805",2011,"11-01-05-050",71,"Catalina Island",75,42.8,"33 17.853","118 22.625",33.29755,-118.377083,928,0
"806",2011,"11-01-05-023",200,"Santa Barbara Channel",75,57.3,"34 15.443","119 37.167",34.257383,-119.61945,929,0
"807",2011,"11-01-05-024",193,"Santa Barbara",75,23.3,"34 20.955","119 38.290",34.34925,-119.638167,930,0
"808",2011,"11-01-05-051",77,"Catalina Island",75,80.5,"33 17.119","118 20.504",33.285317,-118.341733,931,3
"809",2011,"11-01-05-052",79,"Catalina Island",74,82.8,"33 16.819","118 19.196",33.280317,-118.319933,932,1
"810",2011,"11-01-05-053",66,"Catalina Island",75,46.6,"33 18.051","118 18.077",33.30085,-118.301283,933,3
"811",2011,"11-01-05-054",59,"Catalina Island",75,41.9,"33 25.348","118 23.114",33.422467,-118.385233,934,0
"812",2011,"11-01-05-055",315,"San Pedro Bay",75,45.7,"33 35.990","118 15.910",33.599833,-118.265167,935,0
"813",2011,"11-01-05-056",304,"San Pedro Bay",75,45.7,"33 39.810","118 16.550",33.6635,-118.275833,936,0
"814",2011,"11-01-05-057",395,"Central Coast",70,54.6,"33 33.257","117 51.177",33.554283,-117.85295,937,0
"815",2011,"11-01-05-058",84,"Central Coast",75,52.2,"33 32.456","117 49.925",33.540933,-117.832083,938,0
"816",2011,"11-01-05-026",385,"Santa Rosa Flats",75,77.7,"33 41.862","119 53.491",33.6977,-119.891517,939,24
"817",2011,"11-01-05-025",350,"Santa Rosa Flats",73,102.7,"33 42.910","120 03.200",33.715167,-120.053333,940,0
"818",2011,"11-01-05-027",414,"Santa Rosa Flats",70,76.2,"33 41.915","119 53.201",33.698583,-119.886683,941,7
"819",2011,"11-01-05-028",48,"Anacapa Island",74,69.3,"33 57.667","119 28.964",33.961117,-119.482733,942,0
"820",2011,"11-01-05-029",413,"Anacapa Island",75,53,"33 57.809","119 29.329",33.963483,-119.488817,943,0
"821",2011,"11-01-05-030",168,"Harrison Reef",60,59.8,"33 59.597","119 03.148",33.993283,-119.052467,944,0
"822",2011,"11-01-05-031",249,"Santa Monica Bay",75,48.6,"33 55.905","118 33.418",33.93175,-118.556967,945,7
"823",2011,"11-01-05-032",252,"Santa Monica Bay",75,46,"33 55.189","118 33.022",33.919817,-118.550367,946,7
"824",2011,"11-01-05-033",137,"San Clemente Island",69,84.9,"32 42.971","118 24.277",32.716183,-118.404617,947,6
"825",2011,"11-01-05-034",136,"San Clemente Island",75,91.3,"32 43.418","118 27.403",32.723633,-118.456717,948,17
"826",2011,"11-01-05-035",380,"San Clemente Island",70,55,"32 44.441","118 24.311",32.740683,-118.405183,949,2
"827",2011,"11-01-05-036",114,"San Clemente Island",75,46.2,"32 52.435","118 31.788",32.873917,-118.5298,950,0
"828",2011,"11-01-05-037",109,"San Clemente Island",70,23.6,"32 53.020","118 31.790",32.883667,-118.529833,951,0
"829",2012,"12-01-05-001",243,"Santa Monica Bay",75,74.4,"33 58.789","118 39.624",33.979817,-118.6604,952,0
"830",2012,"12-01-05-002",234,"Santa Monica Bay",70,25.1,"34 00.420","118 39.330",34.007,-118.6555,953,0
"831",2012,"12-01-05-003",157,"Harrison Reef",75,47.4,"34 00.336","119 01.522",34.0056,-119.025367,954,6
"832",2012,"12-01-05-004",167,"Harrison Reef",75,59.9,"33 59.679","119 03.251",33.99465,-119.054183,955,0
"833",2012,"12-01-05-005",407,"Port Hueneme",75,44.5,"34 04.147","119 12.595",34.069117,-119.209917,956,0
"834",2012,"12-01-05-006",45,"Anacapa Island",69,52.6,"34 01.497","119 19.014",34.02495,-119.3169,957,2
"835",2012,"12-01-05-007",200,"Santa Barbara Channel",75,57.6,"34 15.443","119 37.167",34.257383,-119.61945,958,0
"836",2012,"12-01-05-008",193,"Santa Barbara",75,23.4,"34 20.955","119 38.290",34.34925,-119.638167,959,0
"837",2012,"12-01-05-009",189,"Santa Barbara",75,44.3,"34 23.646","119 58.808",34.3941,-119.980133,960,2
"838",2012,"12-01-05-010",187,"Santa Barbara",75,38.9,"34 25.916","120 08.434",34.431933,-120.140567,961,0
"839",2012,"12-01-05-011",197,"Santa Barbara",75,40.3,"34 25.777","120 12.895",34.429617,-120.214917,962,1
"840",2012,"12-01-05-012",152,"Point Conception/Arguello",64,47.4,"34 26.490","120 31.880",34.4415,-120.531333,963,9
"841",2012,"12-01-05-013",139,"Point Conception/Arguello",74,56.2,"34 31.727","120 43.182",34.528783,-120.7197,964,0
"842",2012,"12-01-05-014",145,"Point Conception/Arguello",74,89.5,"34 29.868","120 43.056",34.4978,-120.7176,965,0
"843",2012,"12-01-05-015",147,"Point Conception/Arguello",75,64.7,"34 29.873","120 41.818",34.497883,-120.696967,966,8
"844",2012,"12-01-05-016",140,"Point Conception/Arguello",70,54.7,"34 30.302","120 41.483",34.505033,-120.691383,967,0
"845",2012,"12-01-05-017",146,"Point Conception/Arguello",75,53.6,"34 30.013","120 40.615",34.500217,-120.676917,968,0
"846",2012,"12-01-05-018",375,"Point Conception/Arguello",75,52.6,"34 30.030","120 40.190",34.5005,-120.669833,969,6
"847",2012,"12-01-05-019",181,"San Miguel Island",74,65.6,"34 05.647","120 34.385",34.094117,-120.573083,970,3
"848",2012,"12-01-05-020",184,"San Miguel Island",72,67.2,"34 03.553","120 33.158",34.059217,-120.552633,971,7
"849",2012,"12-01-05-021",185,"San Miguel Island",75,47.7,"34 02.395","120 30.622",34.039917,-120.510367,972,0
"850",2012,"12-01-05-022",398,"Santa Rosa Island",75,43.2,"34 05.430","120 14.550",34.0905,-120.2425,973,0
"851",2012,"12-01-05-023",399,"Santa Rosa Island",75,48.2,"34 05.643","120 05.992",34.09405,-120.099867,974,0
"852",2012,"12-01-05-024",402,"Santa Rosa Island",70,49.1,"34 05.833","120 05.503",34.097217,-120.091717,975,0
"853",2012,"12-01-05-025",352,"Santa Rosa Flats",74,68,"33 42.778","119 57.768",33.712967,-119.9628,976,0
"854",2012,"12-01-05-026",385,"Santa Rosa Flats",75,77.5,"33 41.862","119 53.491",33.6977,-119.891517,977,18
"855",2012,"12-01-05-027",414,"Santa Rosa Flats",74,75.9,"33 41.915","119 53.201",33.698583,-119.886683,978,6
"856",2012,"12-01-05-028",342,"Santa Rosa Flats",74,66.6,"33 46.347","119 53.049",33.77245,-119.88415,979,1
"857",2012,"12-01-05-029",233,"Santa Cruz Island",75,48.3,"33 56.193","119 41.583",33.93655,-119.69305,980,0
"858",2012,"12-01-05-030",383,"Santa Cruz Island",70,45,"33 56.520","119 40.540",33.942,-119.675667,981,0
"859",2012,"12-01-05-031",228,"Anacapa Island",70,45.6,"33 58.901","119 29.578",33.981683,-119.492967,982,0
"860",2012,"12-01-05-032",40,"Anacapa Island",75,89.7,"34 02.407","119 17.667",34.040117,-119.29445,983,17
"861",2012,"12-01-05-033",11,"Fourteen Mile Bank",70,60,"33 24.145","118 00.293",33.402417,-118.004883,984,0
"862",2012,"12-01-05-034",16,"Fourteen Mile Bank",75,55.7,"33 23.840","117 59.864",33.397333,-117.997733,985,0
"863",2012,"12-01-05-035",5,"Fourteen Mile Bank",75,68.2,"33 23.659","117 59.871",33.394317,-117.99785,986,0
"864",2012,"12-01-05-036",390,"Central Coast",70,42.2,"33 16.872","117 34.670",33.2812,-117.577833,987,0
"865",2012,"12-01-05-037",92,"Central Coast",75,49.3,"33 15.498","117 33.103",33.2583,-117.551717,988,1
"866",2012,"12-01-05-038",389,"Central Coast",75,43.9,"33 15.509","117 32.869",33.258483,-117.547817,989,0
"867",2012,"12-01-05-039",379,"South Coast",75,46.5,"33 02.847","117 21.028",33.04745,-117.350467,990,0
"868",2012,"12-01-05-040",291,"South Coast",75,46.1,"32 56.086","117 18.871",32.934767,-117.314517,991,0
"869",2012,"12-01-05-041",293,"South Coast",70,28,"32 48.367","117 19.061",32.806117,-117.317683,992,0
"870",2012,"12-01-05-042",405,"Nine Mile Bank",75,80.3,"32 34.840","117 22.589",32.580667,-117.376483,993,0
"871",2012,"12-01-05-043",35,"Nine Mile Bank",75,78.5,"32 34.950","117 21.310",32.5825,-117.355167,994,2
"872",2012,"12-01-05-044",299,"South Coast",75,23.4,"32 36.700","117 15.000",32.611667,-117.25,995,0
"873",2012,"12-01-05-045",21,"Sixty Mile Bank",75,72.2,"32 05.421","118 14.084",32.09035,-118.234733,996,0
"874",2012,"12-01-05-046",27,"Sixty Mile Bank",74,69.2,"32 04.340","118 14.633",32.072333,-118.243883,997,2
"875",2012,"12-01-05-047",24,"Sixty Mile Bank",70,81.7,"32 04.570","118 15.640",32.076167,-118.260667,998,0
"876",2012,"12-01-05-048",418,"125 Bank",75,127.3,"32 44.479","117 47.960",32.741317,-117.799333,999,0
"877",2012,"12-01-05-049",97,"San Clemente Island",75,46.9,"33 03.799","118 37.092",33.063317,-118.6182,1000,0
"878",2012,"12-01-05-050",101,"San Clemente Island",70,42.8,"32 59.430","118 37.360",32.9905,-118.622667,1001,0
"879",2012,"12-01-05-051",109,"San Clemente Island",75,24.1,"32 53.020","118 31.790",32.883667,-118.529833,1002,0
"880",2012,"12-01-05-052",114,"San Clemente Island",75,45.5,"32 52.435","118 31.788",32.873917,-118.5298,1003,0
"881",2012,"12-01-05-053",119,"San Clemente Island",75,56,"32 49.940","118 31.288",32.832333,-118.521467,1004,1
"882",2012,"12-01-05-054",66,"Catalina Island",75,44.8,"33 18.051","118 18.077",33.30085,-118.301283,1005,0
"883",2012,"12-01-05-055",77,"Catalina Island",75,84.6,"33 17.119","118 20.504",33.285317,-118.341733,1006,3
"884",2012,"12-01-05-056",59,"Catalina Island",75,43.7,"33 25.348","118 23.114",33.422467,-118.385233,1007,0
"885",2012,"12-01-05-057",54,"Catalina Island",75,41.6,"33 27.813","118 30.538",33.46355,-118.508967,1008,0
"886",2012,"12-01-05-058",317,"San Pedro Bay",75,44.1,"33 35.740","118 15.490",33.595667,-118.258167,1009,0
"887",2012,"12-01-05-059",315,"San Pedro Bay",75,45.2,"33 35.990","118 15.910",33.599833,-118.265167,1010,0
"888",2012,"12-01-05-060",318,"San Pedro Bay",75,42.1,"33 35.140","118 13.720",33.585667,-118.228667,1011,0
"889",2012,"12-01-05-061",326,"San Pedro Bay",65,46.2,"33 34.340","118 08.530",33.572333,-118.142167,1012,0
"890",2012,"12-01-01-001",277,"Santa Monica Bay",75,42.5,"33 52.760","118 35.107",33.879333,-118.585117,1013,2
"891",2012,"12-01-01-002",252,"Santa Monica Bay",75,44.4,"33 55.189","118 33.022",33.919817,-118.550367,1014,0
"892",2012,"12-01-01-003",249,"Santa Monica Bay",75,52.7,"33 55.905","118 33.418",33.93175,-118.556967,1015,5
"893",2012,"12-01-01-004",168,"Harrison Reef",70,61,"33 59.597","119 03.148",33.993283,-119.052467,1016,0
"894",2012,"12-01-01-005",162,"Harrison Reef",75,47.7,"34 00.450","119 02.474",34.0075,-119.041233,1017,0
"895",2012,"12-01-01-006",43,"Anacapa Island",73,91.9,"34 02.226","119 17.935",34.0371,-119.298917,1018,16
"896",2012,"12-01-01-007",226,"Santa Cruz Island",75,33.8,"34 02.371","119 30.784",34.039517,-119.513067,1019,0
"897",2012,"12-01-01-008",396,"Santa Cruz Island",75,38.1,"34 03.506","119 42.583",34.058433,-119.709717,1020,0
"898",2012,"12-01-01-053",133,"San Clemente Island",75,54.3,"32 44.658","118 24.674",32.7443,-118.411233,1021,4
"899",2012,"12-01-01-054",130,"San Clemente Island",74,44,"32 45.730","118 24.937",32.762167,-118.415617,1022,0
"900",2012,"12-01-01-009",397,"Santa Cruz Island",75,42.3,"34 03.526","119 42.293",34.058767,-119.704883,1023,0
"901",2012,"12-01-01-010",217,"Santa Barbara Channel",65,56.7,"34 11.209","119 31.159",34.186817,-119.519317,1024,0
"902",2012,"12-01-01-011",215,"Santa Barbara Channel",73,86.9,"34 11.786","119 34.743",34.196433,-119.57905,1025,3
"903",2012,"12-01-01-012",209,"Santa Barbara Channel",71,91.5,"34 12.064","119 37.907",34.201067,-119.631783,1026,5
"904",2012,"12-01-01-013",205,"Santa Barbara Channel",75,83.4,"34 13.510","119 42.230",34.225167,-119.703833,1027,1
"905",2012,"12-01-01-014",148,"Point Conception/Arguello",75,59.5,"34 28.791","120 39.436",34.47985,-120.657267,1028,6
"906",2012,"12-01-01-015",149,"Point Conception/Arguello",75,60.7,"34 28.096","120 37.672",34.468267,-120.627867,1029,7
"907",2012,"12-01-01-016",374,"Point Conception/Arguello",75,51.7,"34 29.084","120 37.053",34.484733,-120.61755,1030,3
"908",2012,"12-01-01-017",151,"Point Conception/Arguello",74,62,"34 27.981","120 37.482",34.46635,-120.6247,1031,9
"909",2012,"12-01-01-018",154,"Point Conception/Arguello",70,75.2,"34 25.850","120 33.264",34.430833,-120.5544,1032,7
"910",2012,"12-01-01-019",367,"Point Conception/Arguello",75,64.5,"34 25.559","120 32.669",34.425983,-120.544483,1033,0
